flora_id,common_name,sci_name,family,genus,species_epithet,care_level,watering,origin,description,image_url
"1797","flowering quince","Chaenomeles superba 'Texas Scarlet'","Rosaceae","Chaenomeles","superba","Medium","Average","Japan","Flowering quince (Chaenomeles superba 'Texas Scarlet') is an amazing plant. Its vibrant red blooms stand out beautifully against lush green foliage. This deciduous shrub blooms in late winter or early spring and produces edible fruits later in the year. This hardy plant can adapt to various types of soil and can survive in harsher climates and dryer environments. Its low maintenance requirements make it an ideal choice for any landscapes. Flowering quince also provides beautiful landscape when used for espaliering and makes the perfect specimen plant for any garden. Its colorful blooms are sure to captivate attention.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1797_chaenomeles_superba_texas_scarlet/og/Chaenomeles_japonica_Texas_Scarlet_0zz.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030706Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=9b5d2278692bcc1f91741102b62088700d9dd1a13fef15813ddfccc575f162a7"
"2913","evolvulus","Evolvulus glomeratus 'Hawaiian Blue Eyes'","Convolvulaceae","Evolvulus","glomeratus","Moderate","Average","India","The Evolvulus glomeratus 'Hawaiian Blue Eyes' is an amazing plant species that is perfect for brightening up a garden or patio. The bright and cheerful flowers come in shades of blue, purple and white, and have a yellow eye in the centre. The flowers are held in large clusters, making it a great choice for adding colour and depth to gardens and container planting. The plant is also drought tolerant, meaning it can withstand periods of drought without too much water. As a bonus, the flowers are also attractive to butterflies and bees, making it a great addition to any eco-friendly garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2913_evolvulus_glomeratus_hawaiian_blue_eyes/og/452084892_8ea6ed4939_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030706Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=bbe1c46e82fc659029df48ab322933d0c6ad7207c8848929c1536efd4d1f3931"
"602","giant hyssop","Agastache 'Summer Love'","Lamiaceae","Agastache","'Summer","Medium","Average","United States","Giant Hyssop (Agastache 'Summer Love') is an amazing plant species and a must-have for the garden. This eye-catching, sweet-smelling plant produces clusters of beautiful bright pink and purple flowers from mid-summer to early autumn. Once established, this low maintenance perennial requires little water and is resistant to most pests and diseases. It's also incredibly attractive to pollinators such as bees, butterflies, and hummingbirds; making it ideal for any wildlife-attracting garden. Blooms left on the plant will continue to create a stunning show, even after they've been picked. All in all, Giant Hyssop is an excellent choice for those looking for an easy-care, long-blooming garden addition.","https://s3.us-central-1.wasabisys.com/perenual/species_image/602_agastache_summer_love/og/40915673283_014ab7eac4_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030706Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=fea1217fc8acc885f234ad87d30610fbd5b9b953dac4981b2eadf48d361eead1"
"1834","shellflower","Chelone obliqua var. speciosa","Plantaginaceae","Chelone","obliqua","Medium","Average","United States","Shellflower (Chelone obliqua var. speciosa) is an amazing plant. Its unique flowers resemble turtle shells and can be white, purple, or pink in color. The plant is tough and easy to grow, tolerating a wide range of soil types and a variety of conditions. Shellflower blooms in late summer and fall with flower spikes that draw in pollinators. The plant provides beautiful dimension to any garden, attracting butterflies and hummingbirds. Its evergreen leaves make a great backdrop throughout the year. It's a real showstopper, creating a dramatic landscape in zone 3-7. Shellflowers are a great pick for gardeners of all skill levels.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1834_chelone_obliqua_var_speciosa/og/Chelone_obliqua_A.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030706Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c853b0d60ef64cce57494d6e029105e54bcbb6ecfe48f808ca97e2182b233a2a"
"508","monkshood","Aconitum 'Eleonara'","Ranunculaceae","Aconitum","'Eleonara'","","Average","Germany","Monkshood (Aconitum 'Eleonara') is a stunning, hardy perennial plant that is a great choice for any garden. Its gorgeous apricot-pink flower clusters tower on tall spires that can reach up to 3 feet in height. The foliage is densely packed and the matte-green, lacy foliage is almost art-like in its beauty. This is a great addition to any space in need of a pop of color. Its beautiful flower clusters are very eye-catching, and it will bring a unique texture and color to any border or garden bed. Monkshood is easy to care for and does well in moderately dry to moist, well-drained soils in full sun to part shade.",""
"2028","giant elephant's ear","Colocasia gigantea 'Thailand Giant Strain'","Araceae","Colocasia","gigantea","Medium","Average","Thailand","Giant Elephant's Ear (Colocasia Gigantea 'Thailand Giant Strain') is a beautiful and dramatic plant that will draw the eye to any landscape. It stands out with the oversized leaves that can reach up to two feet long. These massive green leaves feature long stalks that can be supported with frames in order to display their beauty. The powdery greyish green veins serve as a pleasing contrast to the emerald hue. This plant is also incredibly impressive due its striking white and purple veins that contrast perfectly with the green leaves. Not only can Colocasia Gigantea 'Thailand Giant Strain' add a stunning dimension to gardens, but it is also able to thrive in both full sun and partial shade. For these reasons, it's no wonder that Giant Elephant's Ear is one of the most amazing plants of all time.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2028_colocasia_gigantea_thailand_giant_strain/og/large-forest-leaf-yam-taro-plant-malaysia.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030707Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=48f9affd9fb3874dfea242343a4c5da2292cfbf641c0c775efad4bcf1ec0f493"
"512","monkshood","Aconitum volubile","Ranunculaceae","Aconitum","volubile","Medium","Average","Eastern Asia","Monkshood (Aconitum volubile) is an amazing plant species whose remarkable beauty and powerful chemistry has been intriguing humans for thousands of years. It's striking blue-violet flowers, often times featuring a hood-like shape, grow densely along tall stalks in mid-summer, making it a unique addition to any garden. Its active ingredient, aconite, has been used medicinally for centuries and acts as a sedative and an analgesic. Its toxic properties make it ideal for its use as a natural insecticide, as well as an antidote to certain poisons. Its mysterious characteristics make Monkshood a must-have plant species for anyone looking for a unique and captivating piece of nature in their home.","https://s3.us-central-1.wasabisys.com/perenual/species_image/512_aconitum_volubile/og/52502643860_0a8b2422fb_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030707Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=149f43e0989e250d44994db5f5c79b2d019a8874d2693195e3b6aa08d6e304df"
"1577","bellflower","Campanula takesimana 'Elizabeth'","Campanulaceae","Campanula","takesimana","","Average","South Korea","The bellflower (Campanula takesimana 'Elizabeth') is a simply stunning perennial flowering plant. It features large, lantern-shaped flowers that dangle from long, graceful stems. White and pink in color, each flower has three overlapping petals that curl outward, creating a beautiful bell-like shape. Once planted, this hardy species will often flower multiple times during the warm season. An added plus: bellflowers are known to attract butterflies and hummingbirds, making them a great addition to any wildlife garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1577_campanula_takesimana_elizabeth/og/Campanula_punctata1_flower.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c98689e5ebc4c703b0dba16223b24559254035d79e87e673f37638228d4ff2cb"
"264","Variegated Cornelian Cherry Dogwood","Cornus mas 'Variegata'","Cornaceae","Cornus","mas","","Average","Western Asia","Variegated Cornelian Cherry Dogwood is an amazing plant species with a stunning, eye-catching variegation. The dark green leaves are highlighted with white/yellow edges, giving a mesmerising effect. During the spring it is covered in clusters of tiny, yellow flowers, followed by bright red fruit in the summer. This deciduous, winter hardy shrub is a fast growing and makes a great addition to any garden. Its compact growing habit and easy maintenance, makes it ideal for any garden, from small spaces to larger landscapes products. This low maintenance plant is sure to add year-round beauty to your garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/264_cornus_mas_variegata/og/4845666615_ab34c5d815_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=636b8845097dbff092fa73846d3c8a124b989e89925eabfc07b7c4e4ae992b53"
"1120","tatting fern","Athyrium filix-femina 'Frizelliae'","Athyriaceae","Athyrium","filix-femina","Medium","Average","Northern temperate regions","The tatting fern (Athyrium filix-femina 'Frizelliae') is a exotic and unique species of fern. It sets itself apart with its deep burgundy-purple fronds and contrasting silvery-green leaflets. Its feathery fronds can reach up to 12 inches long. This fern features an upright vase shape and looks great when planted in groups or along a shaded walkway. It's also deer resistant and drought tolerant, making it an ideal choice for shady gardens. The tatting fern adds texture, height, and color to the garden that will last all season.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1120_athyrium_filix-femina_frizelliae/og/2560px-Athyrium_filix-femina_27Frizelliae27_kz02.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=3d3446cbcfea7f9ec2ea92e8c86933b21813a9900c7504dbe1a659bb1ac32ecf"
"1859","chrysanthemum","Chrysanthemum 'Mariyo' MARILYN","Asteraceae","Chrysanthemum","'Mariyo'","","Average","Japan","Chrysanthemum 'Mariyo Marilyn' is a stunning showstopper for your garden. This eye-catching perennial stands out in the autumn and winter months with its bright white petals and vivid pink centers. Its unique shape has soft ruffled petals that create a cup-like bloom. Long-lasting and relatively low maintenance, this beautiful bloom will bring years of enjoyment to your garden. Creating a lush environment in window boxes, pots, or your yard, Chrysanthemum 'Mariyo Marilyn' delivers stunning color all season.",""
"1573","bellflower","Campanula 'Sarastro'","Campanulaceae","Campanula","'Sarastro'","Medium","Average","Austria","The Bellflower (Campanula 'Sarastro') is an amazing plant that will brighten any garden with its deep blue, bell-shaped flowers. This easy to grow perennial is also resistant to disease and drought. Blooms appear from late spring to early fall, and attract butterflies and hummingbirds. The Bellflower also grows to an average of 30-45 cm in height with a spread of up to 30 cm, making it an excellent choice for a border or rock garden. It prefers sunny to partially shaded areas and is low maintenance, needing only occasional watering and deadheading. With a hardy constitution and amazing deep blue flowers, the Bellflower (Campanula 'Sarastro') is an attractive addition to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1573_campanula_sarastro/og/7448818318_3d876ec0f0_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030709Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=cde8e49df6c19b3d6721d9465accf3aa60518232e7ea3488620f7abf3fdec8c8"
"1919","clematis","Clematis 'Fair Rosamond'","Ranunculaceae","Clematis","'Fair","Medium","Average","United Kingdom","Clematis 'Fair Rosamond' is an amazing species of plant due to the variety of its large blooms, which can range from a dainty pale pink to a deep, regal purple. Not only that, but its classically-shaped petals and foliage are reminiscent of a fairytale world, making this variety of clematis an enchanting addition to any garden. It’s perfect for climbing walls, trellises, or any other structures, and will create a vibrant, long-lasting display of vibrant beauty. Plant in full sun and enjoy watching it blossom all year round!",""
"1393","butterfly bush","Buddleja nivea","Scrophulariaceae","Buddleja","nivea","Medium","Average","Western China","The butterfly bush (Buddleja nivea) is an incredible plant to behold. Not only is it a beautiful, fragrant flowering species, but it also host to scores of butterflies and other pollinators, providing a vibrant and peaceful atmosphere to any garden. With white, pink and purple panicles, this evergreen shrub can reach up to 6 feet, creating a spectacular backdrop of colour and life. Suitable for any soil, as long as it gets plenty of sunlight and water, the butterfly bush is a stunning addition to any outdoor area and provides a wonderful sight and sensory experience.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1393_buddleja_nivea/og/48042421191_c678692bdf_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030709Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c3f8c398ef8c7bb810c5e5a7db242a51b6e17107deddc05fae636d7351868819"
"2559","goldie's shield fern","Dryopteris goldiana","Dryopteridaceae","Dryopteris","goldiana","Medium","Average","Eastern North America","Goldie's Shield Fern (Dryopteris goldiana) is an amazing plant - not only for its striking foliage and gorgeous golden color, but also because of its hardiness. It can survive in a variety of conditions and temperatures, making it a great choice for difficult gardens or climates. Goldie's Shield Fern is also low maintenance - it only needs to be watered occasionally and won't require much pruning or fertilizing. The fern also has an impressive spread and can easily create a carpet of lacy foliage. It's a perfect way to add a splash of color in a shaded garden or rockery.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2559_dryopteris_goldiana/og/41966736030_70946b7892_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030710Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=ff423b8ae10468f00aca7ce7ee212f7a037f4fba7bd415c9eded42df19a7d507"
"2505","white yam","Dioscorea (vegetable group)","Dioscoreaceae","Dioscorea","(vegetable","Medium","Average","West Africa","The white yam, which belongs to the Dioscorea vegetable group, is an amazing plant with many admirable qualities. Its remarkable white, starchy tubers are known for their sweet, nutty flavor and texture. It has a unique flavor profile that is different from other popular yam varieties, making it an interesting addition to dishes and desserts. Not only is it tasty, but it's also incredibly healthy and packed with highly nutritious minerals and vitamins. White yam is also very versatile; it can be enjoyed cooked, boiled, mashed, steamed, and fried to create a variety of dishes. With so much to offer, it's no wonder that the white yam has become a popular cultivated plant.",""
"2101","tatarian dogwood","Cornus alba 'Bailhalo' IVORY HALO","Cornaceae","Cornus","alba","Medium","Average","Russia","Tatarian dogwood (Cornus alba 'Bailhalo' IVORY HALO) is an amazing plant species that will add beauty and diversity to your garden. It has stunning multi-season interest, with creamy white and green variegated leaves and clusters of white flowers that bloom in spring. In summer, the green foliage looks especially brilliant when its pointed oval leaves catch the sunlight. The fall brings clusters of bright red berries, which provide food for birds. In winter, the white stems stand out against the snow, and the bark reveals interesting patterns and textures. This species is hardy, easy to grow, and low-maintenance, making it a great choice for beginner gardeners.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2101_cornus_alba_bailhalo_ivory_halo/og/14927994662_3aef16c979_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030710Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=4521f69f7940b0211d49fbdcbf4011501c45ba45ff73300cae1d4523fa847451"
"2087","tickseed","Coreopsis 'Sunray'","Asteraceae","Coreopsis","'Sunray'","","Minimum","United States","Tickseed (Coreopsis 'Sunray') is a fantastic flower, with a variety of desirable features. It is a tough and sturdy plant that is extremely low maintenance and drought tolerant. The cheery bright yellow petals and cheerful foliage also make it a great pick for any garden. It offers both beauty and fragrance in a single plant. This species blooms from early summer to the first frost and makes a great addition to any perennial bed, as it will return year after year. It is also extremely adaptive and can grow in a wide range of conditions. The reliable sunray tickseed is a excellent pick - bring some life and light to your garden!","https://s3.us-central-1.wasabisys.com/perenual/species_image/2087_coreopsis_sunray/og/5389784330_f97a6e052f_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030710Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=9b7cadb4933763d34d510aa6ea58bc05320163b0c0d2cd2262f3d56a435fe4bd"
"74","Kiyohime Japanese Maple","Acer palmatum 'Kiyohime'","","Acer","palmatum","Moderate","Frequent","Japan","The Kiyohime Japanese Maple is simply breathtaking! From its fall foliage displaying brilliant shades of red, orange and yellow, to its delicate five-lobed green leaves, this tree is a real stunner. It can reach up to 25 feet in height and 20 feet in width and is drought tolerant, making it an ideal choice for gardens in areas that experience dry spells. Its naturally vase-shaped branches provide interest, as well as good drainage, allowing the tree to thrive and making it easy to prune. The Kiyohime Japanese Maple is sure to be a beautiful addition to any landscape.","https://s3.us-central-1.wasabisys.com/perenual/species_image/74_acer_palmatum_kiyohime/og/pexels-photo-5745584.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030711Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=b049e2553f782766735dcfa3fe9f9c606cca5fb5c93fefdc45cc9addb30c1b5d"
"618","century plant","Agave victoriae-reginae","Asparagaceae","Agave","victoriae-reginae","Low","Minimum","Mexico","The century plant, or Agave victoriae-reginae, is truly an amazing species. Native to Mexico, this hardy, drought-tolerant succulent can live for decades, giving it its namesake status. It produces vibrantly colored yellow-green flower spikes that can reach up to 18 feet in height, providing a stunning addition to any garden. The deep green foliage creates a unique, architectural look that can be enjoyed all year round. With a little TLC and protection from frost, the century plant can be a beautiful and lasting addition to your outdoor space.","https://s3.us-central-1.wasabisys.com/perenual/species_image/618_agave_victoriae-reginae/og/38985921534_f46d227966_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030711Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=0980fbedd4a82c1abb06cff86e4059f9cd4405c38b7a6ccb7cd14c2265f4b9e2"
"343","Teddy Bear® Magnolia","Magnolia grandiflora 'Southern Charm'","Magnoliaceae","Magnolia","grandiflora","Medium","Average","Southeastern United States","The Teddy Bear® Magnolia tree is a stunning and unique species, boasting beautiful large white blooms and deep green foliage. It's a perfect choice for those looking for an eye-catching display in their gardens. Its moderate growth rate, compact size and drought tolerance make it an ideal candidate for urban landscapes or smaller gardens. The flowers emit a delicious vanilla fragrance, which is sweet and alluring. This tree is resistant to pests and diseases, and its glossy evergreen leaves help it stand out, even during winter. This distinctive species is perfect for making any garden or landscape come alive.","https://s3.us-central-1.wasabisys.com/perenual/species_image/343_magnolia_grandiflora_southern_charm/og/Magnolia_grandiflora_flower.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030711Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e9e7187af13f49b56228d08bbe47cf4bde402e3f5905f5e593054d048ef0551b"
"2803","sea holly","Eryngium planum 'Blue Glitter'","Apiaceae","Eryngium","planum","Medium","Minimum","United Kingdom","Sea holly (Eryngium planum 'Blue Glitter') is an amazing plant that has striking blue-green foliage surrounded by thistle-like blooms. Its dusty blue flower heads will glitter in the bright sunlight and its evergreen foliage helps maintain a lively presence in your garden year-round. Stunning when arranged in mass plantings, the beautiful pastel flowers of sea holly are the perfect contrast to the silvery foliage. Highly drought tolerant, this plant likes well drained soils and does not require much attention. Plus, its long-lasting blooms make it an ideal choice for cut-flower arrangements. Sea holly is sure to add a touch of sparkle to your garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2803_eryngium_planum_blue_glitter/og/52200799370_d7293b222b_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030712Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=9c3e0d2cb0599fa139a7068f4c16eac687abbbed38f56af203b557dd4a2904a8"
"438","bear's breeches","Acanthus mollis 'Oak Leaf'","Acanthaceae","Acanthus","mollis","Medium","Average","Mediterranean region","Bear's breeches (Acanthus mollis 'Oak Leaf') is an amazing species of plant to grow in your garden. Its unique and sculptural foliage has prominent lobed leaves which form an attractive rosette at the base of the plant. The tall spires of beautiful, white hooded flowers form in the summer months and contrast nicely with the deep green foliage throughout the season. Due to its easy maintenance and hardiness, this plant is widely appreciated for its good looks. Its interesting shape and long season of interest make it an ideal choice for a variety of special garden settings. Whether it's used in a formal or informal garden setting, this plant adds an eye-catching structure to the garden making it an amazing species to grow.","https://s3.us-central-1.wasabisys.com/perenual/species_image/438_acanthus_mollis_oak_leaf/og/AcanthusmollisPalatineHill.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030712Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=fe530a837684a71435fe71b3da0e830d9576e5cb3b08679da2c04d81e5d964c8"
